19,1,33,2015-02-03T17:05:49.273,27,940,18,1292,2018-08-17T20:19:40.253,"Why can ci\" be outside of quoted area and ci( only works inside parentheses?",2018-08-17T20:19:40.253,"[cursor-motions, cursor-movement]",3,1,6
20,2,"",2015-02-03T17:05:49.540,4,"",37,"",2015-02-03T17:05:49.540,"",2015-02-03T17:05:49.540,[],"",0,""
23,2,"",2015-02-03T17:15:05.140,19,"",31,51,2015-08-08T18:56:44.530,"",2015-08-08T18:56:44.530,[],"",0,""
24,1,26,2015-02-03T17:15:37.783,50,4636,53,"",2015-02-03T17:15:37.783,How do I reload my vimrc without leaving Vim?,2016-09-02T14:26:07.110,[vimrc],3,0,6
25,1,"",2015-02-03T17:17:19.700,10,372,17,5,2015-02-03T17:25:31.333,How can I add syntax highlighting to vim as I can do in gedit?,2015-02-03T17:25:31.333,[syntax-highlighting],2,1,""
26,2,"",2015-02-03T17:18:16.467,47,"",16,-1,2017-04-13T12:51:57.623,"",2015-02-21T04:34:01.737,[],"",5,""
27,2,"",2015-02-03T17:19:20.177,7,"",54,54,2015-02-03T17:37:25.613,"",2015-02-03T17:37:25.613,[],"",0,""
28,2,"",2015-02-03T17:21:22.127,6,"",37,67,2015-02-03T17:47:16.883,"",2015-02-03T17:47:16.883,[],"",0,""
29,2,"",2015-02-03T17:22:50.620,8,"",54,"",2015-02-03T17:22:50.620,"",2015-02-03T17:22:50.620,[],"",0,""
30,2,"",2015-02-03T17:23:12.400,10,"",59,"",2015-02-03T17:23:12.400,"",2015-02-03T17:23:12.400,[],"",0,""
31,1,38,2015-02-03T17:23:17.467,13,1001,53,24,2015-02-19T10:09:01.483,How do I visually select the block of text I just pasted in Vim?,2015-02-19T10:09:01.483,"[cut-copy-paste, visual-mode]",3,0,4
32,2,"",2015-02-03T17:24:29.370,10,"",15,"",2015-02-03T17:24:29.370,"",2015-02-03T17:24:29.370,[],"",0,""
33,2,"",2015-02-03T17:25:15.577,25,"",64,"",2015-02-03T17:25:15.577,"",2015-02-03T17:25:15.577,[],"",0,""
34,1,51,2015-02-03T17:28:04.373,123,37770,51,300,2015-02-16T22:16:35.837,What is Neovim? How is it different from Vim? And why should I care?,2018-07-31T00:48:36.177,[neovim],4,5,18
35,2,"",2015-02-03T17:28:42.477,14,"",54,"",2015-02-03T17:28:42.477,"",2015-02-03T17:28:42.477,[],"",1,""
36,1,46,2015-02-03T17:28:50.227,10,350,65,"",2015-02-03T17:28:50.227,Is there a way to display folded parts as a tree?,2015-02-03T17:47:52.287,[folding],1,0,""
37,2,"",2015-02-03T17:29:09.693,3,"",58,"",2015-02-03T17:29:09.693,"",2015-02-03T17:29:09.693,[],"",0,""
38,2,"",2015-02-03T17:30:38.580,21,"",15,"",2015-02-03T17:30:38.580,"",2015-02-03T17:30:38.580,[],"",1,""
39,1,190,2015-02-03T17:30:57.097,59,81594,69,88,2015-02-04T01:35:55.463,"Is it possible to have vim auto-complete function names, variables, etc. when using it to program?",2018-06-14T11:24:08.993,"[autocompletion, ide]",5,0,29
40,1,48,2015-02-03T17:31:50.490,24,6131,53,24,2015-02-03T23:55:52.037,How do I center the current line in the screen?,2015-02-04T01:29:58.057,[scrolling],4,0,3
41,2,"",2015-02-03T17:32:00.757,20,"",59,51,2015-02-20T22:35:43.030,"",2015-02-20T22:35:43.030,[],"",4,""
42,1,416,2015-02-03T17:33:26.077,16,370,29,29,2015-02-03T19:54:26.397,Treat string literals as a different language,2017-12-05T01:20:01.560,[syntax-highlighting],1,0,1
43,2,"",2015-02-03T17:33:54.150,26,"",54,54,2015-02-03T20:47:51.393,"",2015-02-03T20:47:51.393,[],"",4,""
44,2,"",2015-02-03T17:35:26.433,6,"",2,"",2015-02-03T17:35:26.433,"",2015-02-03T17:35:26.433,[],"",1,""
46,2,"",2015-02-03T17:35:57.367,11,"","","",2015-02-03T17:47:52.287,"",2015-02-03T17:47:52.287,[],"",0,""
47,2,"",2015-02-03T17:36:26.180,8,"",54,"",2015-02-03T17:36:26.180,"",2015-02-03T17:36:26.180,[],"",0,""
48,2,"",2015-02-03T17:36:59.543,29,"",15,"",2015-02-03T17:36:59.543,"",2015-02-03T17:36:59.543,[],"",0,""
49,2,"",2015-02-03T17:37:19.330,2,"",44,"",2015-02-03T17:37:19.330,"",2015-02-03T17:37:19.330,[],"",1,""
50,2,"",2015-02-03T17:37:38.970,1,"",78,88,2015-02-04T01:29:58.057,"",2015-02-04T01:29:58.057,[],"",0,""
51,2,"",2015-02-03T17:37:58.987,83,"",74,"",2015-02-03T17:37:58.987,"",2015-02-03T17:37:58.987,[],"",10,""
52,1,59,2015-02-03T17:38:13.723,41,5862,53,"",2015-02-03T17:38:13.723,How do I make Vim adapt to the current indenting style of the file I'm editing?,2015-02-03T17:44:17.883,[indentation],2,3,10
53,2,"",2015-02-03T17:39:54.577,42,"",31,82,2015-02-04T13:36:22.407,"",2015-02-04T13:36:22.407,[],"",3,""
54,2,"",2015-02-03T17:41:48.150,21,"",74,927,2017-07-15T02:56:50.410,"",2017-07-15T02:56:50.410,[],"",0,""
55,2,"",2015-02-03T17:42:01.103,9,"",59,"",2015-02-03T17:42:01.103,"",2015-02-03T17:42:01.103,[],"",0,""
56,1,69,2015-02-03T17:42:18.780,13,2333,51,51,2015-02-03T18:08:17.863,"How can I prevent Vim from leaving too many files (like swap, backup, undo)?",2015-02-04T03:26:05.757,[crash-recovery],3,0,1
57,2,"",2015-02-03T17:42:18.780,1,"",51,51,2015-02-03T17:48:12.193,"",2015-02-03T17:48:12.193,[],"",4,""
58,2,"",2015-02-03T17:42:52.410,15,"",2,"",2015-02-03T17:42:52.410,"",2015-02-03T17:42:52.410,[],"",1,""
59,2,"",2015-02-03T17:44:17.883,29,"",74,"",2015-02-03T17:44:17.883,"",2015-02-03T17:44:17.883,[],"",3,""
60,2,"",2015-02-03T17:46:19.047,28,"",82,82,2015-02-03T18:47:14.643,"",2015-02-03T18:47:14.643,[],"",4,""
61,1,66,2015-02-03T17:48:40.290,6,111,82,"",2015-02-03T17:48:40.290,Setting up ++ft according to the file extension,2015-02-03T17:58:42.593,[filetype],2,0,""
62,2,"",2015-02-03T17:49:53.817,4,"",81,81,2015-02-03T17:56:15.307,"",2015-02-03T17:56:15.307,[],"",1,""
63,1,"",2015-02-03T17:50:44.983,21,780,24,24,2015-02-03T19:07:41.063,How can a complete beginner learn Vim using just Vim itself?,2016-02-23T00:00:46.343,[help-system],4,2,1
64,1,73,2015-02-03T17:51:30.750,78,104644,53,"",2015-02-03T17:51:30.750,Is it possible to split Vim window to view multiple files at once?,2015-02-16T10:52:45.930,[split],4,0,22
65,2,"",2015-02-03T17:51:33.303,4,"",82,"",2015-02-03T17:51:33.303,"",2015-02-03T17:51:33.303,[],"",0,""
66,2,"",2015-02-03T17:54:01.690,4,"",74,82,2015-02-03T17:58:42.593,"",2015-02-03T17:58:42.593,[],"",0,""
67,2,"",2015-02-03T17:54:29.353,6,"",14,"",2015-02-03T17:54:29.353,"",2015-02-03T17:54:29.353,[],"",0,""
68,1,"",2015-02-03T17:55:11.177,19,3865,88,51,2015-02-04T15:41:24.330,Autocorrect spelling mistakes,2019-10-25T10:27:24.717,[spell-checking],2,3,1
69,2,"",2015-02-03T17:56:02.550,16,"",15,15,2015-02-04T03:26:05.757,"",2015-02-04T03:26:05.757,[],"",0,""
70,2,"",2015-02-03T17:57:35.373,20,"",31,31,2015-02-03T18:03:28.023,"",2015-02-03T18:03:28.023,[],"",0,""
71,2,"",2015-02-03T17:57:49.107,7,"",18,13,2015-02-15T19:03:47.833,"",2015-02-15T19:03:47.833,[],"",1,""
72,2,"",2015-02-03T17:57:59.920,26,"","",514,2015-10-10T22:38:55.910,"",2015-10-10T22:38:55.910,[],"",0,""
73,2,"",2015-02-03T17:58:22.147,70,"",74,"",2015-02-03T17:58:22.147,"",2015-02-03T17:58:22.147,[],"",0,""
74,1,79,2015-02-03T17:59:25.830,32,9706,53,24,2015-02-03T18:03:11.010,Is it possible to make Vim auto-save files?,2019-04-19T11:41:32.880,"[save, crash-recovery]",7,0,8
75,2,"",2015-02-03T18:00:18.833,5,"",44,"",2015-02-03T18:00:18.833,"",2015-02-03T18:00:18.833,[],"",0,""
76,1,86,2015-02-03T18:02:54.560,23,11053,14,"",2015-02-03T18:02:54.560,Can I open a new vim split from an existing buffer?,2019-10-25T14:05:17.833,"[split, buffers]",2,1,6
77,1,288,2015-02-03T18:03:24.890,33,2287,51,51,2015-02-23T17:04:00.103,Applying settings to a directory tree only,2017-10-10T20:33:15.813,"[vimrc, filesystem]",6,1,2
79,2,"",2015-02-03T18:07:43.503,30,"",15,15,2017-12-18T12:25:26.423,"",2017-12-18T12:25:26.423,[],"",2,""
80,1,81,2015-02-03T18:08:06.667,24,2715,53,"",2015-02-03T18:08:06.667,How can I move the cursor to the top or bottom of the screen?,2015-02-03T18:09:58.903,[cursor-movement],1,0,1
81,2,"",2015-02-03T18:09:58.903,31,"",24,"",2015-02-03T18:09:58.903,"",2015-02-03T18:09:58.903,[],"",1,""
82,1,389,2015-02-03T18:10:07.387,34,42472,92,24,2015-02-06T22:26:21.030,How to get intelligent C++ auto-completion,2018-05-20T08:13:34.190,"[ide, autocompletion, filetype-c]",3,6,20
83,2,"",2015-02-03T18:15:56.973,7,"",74,"",2015-02-03T18:15:56.973,"",2015-02-03T18:15:56.973,[],"",0,""
84,1,96,2015-02-03T18:16:03.930,319,283747,53,24,2015-02-03T23:55:49.503,How can I copy text to the system clipboard from Vim?,2020-01-21T09:36:54.497,"[cut-copy-paste, os-clipboard]",11,4,173
85,1,"",2015-02-03T18:16:27.527,5,687,91,24,2015-02-04T10:12:52.917,What is an effective way to learn vimscript?,2015-02-04T10:12:52.917,[vimscript],1,6,1
86,2,"",2015-02-03T18:17:37.503,31,"","","",2015-02-03T18:17:37.503,"",2015-02-03T18:17:37.503,[],"",3,""
87,2,"",2015-02-03T18:17:40.363,4,"",91,"",2015-02-03T18:17:40.363,"",2015-02-03T18:17:40.363,[],"",0,""
88,1,90,2015-02-03T18:18:01.323,19,3770,51,"",2018-09-12T08:40:01.233,How do I deal with very long lines in text (500+ characters)?,2018-09-12T08:40:01.233,"[cursor-movement, large-documents]",4,1,4
89,2,"",2015-02-03T18:22:33.733,21,"",93,343,2017-02-03T17:16:19.750,"",2017-02-03T17:16:19.750,[],"",2,""
90,2,"",2015-02-03T18:22:33.990,21,"",24,51,2015-05-22T14:29:17.027,"",2015-05-22T14:29:17.027,[],"",4,""
91,2,"",2015-02-03T18:23:53.163,3,"",74,"",2015-02-03T18:23:53.163,"",2015-02-03T18:23:53.163,[],"",0,""
92,2,"",2015-02-03T18:26:42.867,11,"",24,64,2015-05-26T09:47:48.570,"",2015-05-26T09:47:48.570,[],"",0,""
93,1,100,2015-02-03T18:31:11.553,75,42439,53,343,2017-12-06T11:11:23.787,Is there a way to count the number of occurrences of a word in a file?,2019-05-29T09:59:41.150,"[search, counting]",6,1,19
94,5,"",2015-02-03T18:31:31.687,0,"",24,24,2015-02-04T14:05:37.743,"",2015-02-04T14:05:37.743,[],"",0,""
95,4,"",2015-02-03T18:31:31.687,0,"",24,24,2015-02-03T18:57:45.967,"",2015-02-03T18:57:45.967,[],"",0,""
96,2,"",2015-02-03T18:34:03.263,367,"",51,10846,2019-10-02T18:41:42.767,"",2019-10-02T18:41:42.767,[],"",16,""
97,2,"",2015-02-03T18:34:49.177,2,"",93,11046,2018-10-31T10:16:57.383,"",2018-10-31T10:16:57.383,[],"",0,""
98,2,"",2015-02-03T18:37:59.430,15,"",74,"",2015-02-03T18:37:59.430,"",2015-02-03T18:37:59.430,[],"",2,""
99,2,"",2015-02-03T18:41:16.913,6,"",88,"",2015-02-03T18:41:16.913,"",2015-02-03T18:41:16.913,[],"",0,""
100,2,"",2015-02-03T18:42:19.227,103,"",64,12003,2018-07-27T18:30:42.750,"",2018-07-27T18:30:42.750,[],"",5,""
101,1,109,2015-02-03T18:45:02.220,5,163,88,"",2015-02-03T18:45:02.220,Undo a single iab abbreviation expansion,2015-02-03T18:55:35.190,[abbreviations],1,0,2
102,1,103,2015-02-03T18:48:06.547,14,1424,88,"",2015-02-03T18:48:06.547,Show partially hidden wrapped lines,2015-03-01T04:45:00.147,[wrapping],1,2,2
103,2,"",2015-02-03T18:48:06.547,17,"",88,51,2015-03-01T04:45:00.147,"",2015-03-01T04:45:00.147,[],"",1,""
104,1,105,2015-02-03T18:50:16.037,135,71967,53,24,2015-02-04T14:03:47.873,How can I see the full path of the current file?,2019-11-06T17:26:17.473,[statusline],10,0,32
105,2,"",2015-02-03T18:50:16.037,156,"",53,205,2019-03-25T06:46:32.803,"",2019-03-25T06:46:32.803,[],"",4,""
106,1,111,2015-02-03T18:51:18.497,6,1713,"",24,2015-02-03T19:16:48.427,How can I restore the cursor position when opening a file?,2017-02-18T19:48:31.267,"[cursor-movement, sessions]",2,0,2
107,1,"",2015-02-03T18:51:22.157,9,109,79,21062,2019-08-06T22:19:54.020,Overwrite current line with register?,2019-08-06T22:19:54.020,"[cut-copy-paste, register]",1,4,""
108,2,"",2015-02-03T18:53:16.197,4,"",88,88,2015-02-03T19:00:16.237,"",2015-02-03T19:00:16.237,[],"",3,""
109,2,"",2015-02-03T18:55:35.190,5,"",50,"",2015-02-03T18:55:35.190,"",2015-02-03T18:55:35.190,[],"",0,""
111,2,"",2015-02-03T19:00:53.360,3,"",51,51,2015-02-03T19:07:18.607,"",2015-02-03T19:07:18.607,[],"",1,""
112,1,"",2015-02-03T19:04:40.897,-3,142,114,24,2015-02-05T08:45:35.057,Are there any precautionary measures I can take for a beginner?,2015-02-05T08:45:35.057,[undo-redo],1,4,""
113,2,"",2015-02-03T19:08:56.153,4,"",124,124,2015-02-03T20:45:27.157,"",2015-02-03T20:45:27.157,[],"",2,""
114,5,"",2015-02-03T19:09:53.730,0,"",24,51,2015-02-06T09:58:25.133,"",2015-02-06T09:58:25.133,[],"",0,""
115,4,"",2015-02-03T19:09:53.730,0,"",24,51,2015-02-16T22:33:26.820,"",2015-02-16T22:33:26.820,[],"",0,""
116,1,"",2015-02-03T19:23:04.940,23,1490,24,88,2015-02-04T15:22:02.810,"After pressing qq, the status line says \"recording\". How do I get out of this mode?",2015-02-13T13:25:15.803,[macro],1,4,2
117,2,"",2015-02-03T19:23:49.097,31,"",13,13,2015-02-13T13:25:15.803,"",2015-02-13T13:25:15.803,[],"",0,""
118,1,172,2015-02-03T19:26:04.430,11,761,51,"",2015-02-03T19:26:04.430,How can I use Vim's spellcheck with ‘smart quotes’,2017-09-15T14:15:06.940,[spell-checking],2,0,2
119,1,121,2015-02-03T19:28:41.753,11,3595,131,24,2015-02-03T20:13:50.860,How can I run a function or macro across a folder of files?,2015-03-04T07:52:13.803,"[macro, multiple-files]",2,2,3
120,1,156,2015-02-03T19:32:00.867,27,1664,67,205,2016-04-20T09:30:18.723,How do I move vertically until reaching a non-whitespace character?,2019-01-04T13:48:26.850,"[indentation, cursor-movement]",8,3,7
121,2,"",2015-02-03T19:33:18.443,9,"",51,"",2015-02-03T19:33:18.443,"",2015-02-03T19:33:18.443,[],"",1,""
122,1,125,2015-02-03T19:35:13.177,30,2014,134,153,2015-02-11T22:34:25.167,Performing certain operations without clearing register,2017-03-28T18:29:17.327,"[cut-copy-paste, register]",5,1,11
123,2,"",2015-02-03T19:39:28.193,16,"",135,1841,2015-07-30T13:25:45.213,"",2015-07-30T13:25:45.213,[],"",0,""
124,1,525,2015-02-03T19:41:58.970,11,234,126,126,2015-02-03T21:11:58.577,Is it possible to use vim's clientserver functionality to keep settings synchronized?,2015-02-06T15:15:47.730,"[vimrc, clientserver]",2,0,1
125,2,"",2015-02-03T19:42:03.020,35,"",132,132,2015-02-03T20:48:52.053,"",2015-02-03T20:48:52.053,[],"",4,""
126,1,132,2015-02-03T19:42:52.910,17,854,51,"",2015-02-03T19:42:52.910,Using % in languages without curly braces,2017-10-20T13:57:53.160,[cursor-movement],2,0,2
127,2,"",2015-02-03T19:43:19.973,11,"",31,205,2015-02-12T05:28:36.083,"",2015-02-12T05:28:36.083,[],"",0,""
128,2,"",2015-02-03T19:46:22.897,23,"",133,133,2015-02-05T12:42:43.193,"",2015-02-05T12:42:43.193,[],"",2,""
129,1,142,2015-02-03T19:47:54.417,12,531,114,24,2015-02-05T08:44:35.610,How can I safely undo changes that I may or may not have made?,2015-08-11T06:55:45.113,[undo-redo],4,3,1
130,1,161,2015-02-03T19:48:24.160,36,3330,129,205,2017-02-27T09:40:25.897,How to comment out a set of lines which are selected in visual mode?,2020-01-25T16:29:17.370,"[visual-mode, comments]",11,0,11
132,2,"",2015-02-03T19:51:50.833,17,"",126,"",2015-02-03T19:51:50.833,"",2015-02-03T19:51:50.833,[],"",2,""
133,2,"",2015-02-03T19:55:35.200,3,"",67,67,2015-02-12T08:28:21.127,"",2015-02-12T08:28:21.127,[],"",0,""
134,2,"",2015-02-03T19:58:20.080,16,"",135,24,2015-02-03T20:05:04.163,"",2015-02-03T20:05:04.163,[],"",1,""
135,1,"",2015-02-03T20:05:17.607,1,219,134,24,2015-02-05T08:45:16.603,What can happen if I accidentally paste into command mode? What should I do if I do this?,2015-02-05T08:45:16.603,"[cut-copy-paste, undo-redo]",1,1,1
136,2,"",2015-02-03T20:07:10.283,19,"",142,"",2015-02-03T20:07:10.283,"",2015-02-03T20:07:10.283,[],"",0,""
137,1,138,2015-02-03T20:08:43.133,12,6339,51,51,2015-03-26T13:57:42.917,How do I edit crontab files with Vim (I get the error: 'temp file must be edited in place'),2019-02-11T20:19:44.747,"[save, unix]",4,0,2
138,2,"",2015-02-03T20:08:43.133,19,"",51,"",2015-02-03T20:08:43.133,"",2015-02-03T20:08:43.133,[],"",0,""
139,2,"",2015-02-03T20:12:05.883,6,"",24,"",2015-02-03T20:12:05.883,"",2015-02-03T20:12:05.883,[],"",2,""
140,2,"",2015-02-03T20:14:27.513,9,"",20,20,2015-02-03T20:25:31.463,"",2015-02-03T20:25:31.463,[],"",4,""
141,2,"",2015-02-03T20:14:48.397,26,"",24,24,2015-02-05T22:10:28.163,"",2015-02-05T22:10:28.163,[],"",6,""
142,2,"",2015-02-03T20:17:33.793,14,"",142,"",2015-02-03T20:17:33.793,"",2015-02-03T20:17:33.793,[],"",0,""
143,1,152,2015-02-03T20:19:53.617,10,215,137,24,2015-02-03T20:45:33.553,Restricting operations to a section of code,2015-02-06T22:38:25.773,"[search, cursor-motions, ide, substitute]",4,0,1
144,2,"",2015-02-03T20:20:36.633,-1,"",41,"",2015-02-03T20:20:36.633,"",2015-02-03T20:20:36.633,[],"",3,""
145,2,"",2015-02-03T20:20:56.407,2,"",135,"",2015-02-03T20:20:56.407,"",2015-02-03T20:20:56.407,[],"",2,""
146,2,"",2015-02-03T20:23:20.947,18,"",142,142,2015-02-19T15:17:48.543,"",2015-02-19T15:17:48.543,[],"",2,""
147,2,"",2015-02-03T20:23:34.877,4,"",138,"",2015-02-03T20:23:34.877,"",2015-02-03T20:23:34.877,[],"",0,""
148,2,"",2015-02-03T20:24:51.200,3,"",150,"",2015-02-03T20:24:51.200,"",2015-02-03T20:24:51.200,[],"",2,""
149,1,162,2015-02-03T20:29:25.623,29,15265,77,24,2015-02-03T20:31:30.080,How can I open very large files with good performance?,2015-06-14T20:09:27.933,[large-documents],5,6,4
150,2,"",2015-02-03T20:30:42.350,2,"",18,2,2015-02-03T20:43:52.997,"",2015-02-03T20:43:52.997,[],"",1,""
151,1,153,2015-02-03T20:30:52.303,8,238,151,24,2015-02-04T12:34:35.907,How can I get correct autocompletion for ambiguous file extensions?,2015-02-04T16:56:29.633,"[ide, syntax-highlighting, filetype]",2,0,""
152,2,"",2015-02-03T20:31:53.157,15,"",93,"",2015-02-03T20:31:53.157,"",2015-02-03T20:31:53.157,[],"",1,""
153,2,"",2015-02-03T20:36:13.377,6,"",135,135,2015-02-03T20:42:42.273,"",2015-02-03T20:42:42.273,[],"",1,""
154,2,"",2015-02-03T20:36:21.547,5,"",153,"",2015-02-03T20:36:21.547,"",2015-02-03T20:36:21.547,[],"",0,""
155,2,"",2015-02-03T20:36:39.293,5,"",93,8,2015-02-04T16:56:29.633,"",2015-02-04T16:56:29.633,[],"",0,""
156,2,"",2015-02-03T20:40:42.683,9,"",142,142,2015-02-03T20:48:38.363,"",2015-02-03T20:48:38.363,[],"",2,""
157,2,"",2015-02-03T20:44:38.657,3,"",132,"",2015-02-03T20:44:38.657,"",2015-02-03T20:44:38.657,[],"",0,""
159,5,"",2015-02-03T20:49:25.377,0,"",-1,-1,2015-02-03T20:49:25.377,"",2015-02-03T20:49:25.377,[],"",0,""
160,4,"",2015-02-03T20:49:25.377,0,"",24,24,2015-02-03T21:36:27.347,"",2015-02-03T21:36:27.347,[],"",0,""
161,2,"",2015-02-03T20:55:03.410,34,"",141,-1,2017-05-23T12:38:59.413,"",2015-09-04T16:34:18.787,[],"",6,""
162,2,"",2015-02-03T20:57:28.410,29,"",142,"",2015-02-03T20:57:28.410,"",2015-02-03T20:57:28.410,[],"",1,""
163,1,166,2015-02-03T20:58:03.903,10,203,25,24,2015-02-03T22:36:36.597,How do you save the file that you're working on as a new file?,2015-02-03T22:36:36.597,[save],4,1,""
164,2,"",2015-02-03T20:59:40.730,0,"",162,"",2015-02-03T20:59:40.730,"",2015-02-03T20:59:40.730,[],"",0,""
165,2,"",2015-02-03T21:00:02.860,0,"",161,"",2015-02-03T21:00:02.860,"",2015-02-03T21:00:02.860,[],"",0,""
166,2,"",2015-02-03T21:01:59.670,17,"",135,"",2015-02-03T21:01:59.670,"",2015-02-03T21:01:59.670,[],"",0,""
167,2,"",2015-02-03T21:02:40.437,5,"",24,"",2015-02-03T21:02:40.437,"",2015-02-03T21:02:40.437,[],"",0,""
168,1,171,2015-02-03T21:05:35.887,14,406,162,24,2015-02-05T08:44:58.177,How do you use changes tree in vim,2015-02-05T08:44:58.177,[undo-redo],3,0,1
169,2,"",2015-02-03T21:06:13.583,16,"",54,51,2015-02-04T14:07:49.307,"",2015-02-04T14:07:49.307,[],"",4,""
170,2,"",2015-02-03T21:07:24.633,2,"",130,-1,2017-04-13T12:51:57.400,"",2015-02-03T21:07:24.633,[],"",0,""
171,2,"",2015-02-03T21:08:24.637,12,"",132,132,2015-02-03T21:15:25.137,"",2015-02-03T21:15:25.137,[],"",1,""
172,2,"",2015-02-03T21:11:42.837,7,"",142,142,2015-02-05T19:52:09.950,"",2015-02-05T19:52:09.950,[],"",4,""
173,2,"",2015-02-03T21:18:51.393,4,"",171,"",2015-02-03T21:18:51.393,"",2015-02-03T21:18:51.393,[],"",0,""
174,1,176,2015-02-03T21:21:03.833,10,281,161,161,2015-02-03T22:57:20.473,How can text be moved from one register to an arbitrary number of registers?,2015-02-04T13:17:17.020,"[cut-copy-paste, register]",3,1,""
175,2,"",2015-02-03T21:28:22.837,6,"",142,15,2015-02-03T21:52:55.823,"",2015-02-03T21:52:55.823,[],"",3,""
176,2,"",2015-02-03T21:29:26.997,7,"",54,54,2015-02-04T13:17:17.020,"",2015-02-04T13:17:17.020,[],"",10,""
177,1,179,2015-02-03T21:29:33.360,81,44287,24,"",2015-02-03T21:29:33.360,What is the purpose of swap files?,2015-02-04T03:09:49.683,"[vimrc, crash-recovery, swap-file]",1,1,20
179,2,"",2015-02-03T21:37:25.897,97,"",15,15,2015-02-04T03:09:49.683,"",2015-02-04T03:09:49.683,[],"",6,""
180,2,"",2015-02-03T21:40:16.023,1,"",132,132,2015-02-03T21:48:28.827,"",2015-02-03T21:48:28.827,[],"",2,""
181,1,214,2015-02-03T21:40:16.413,2,289,155,24,2015-02-03T22:33:49.303,keyboard shortcuts and MacVim 7.4,2015-02-03T23:47:06.113,[macvim],1,0,""
182,1,191,2015-02-03T21:47:03.600,10,1742,179,24,2015-02-09T02:39:50.280,Cut vim load time,2015-02-09T02:39:50.280,"[performance, startup]",2,2,4
183,1,"",2015-02-03T21:51:58.027,4,94,134,-1,2017-03-20T10:18:03.723,Custom syntax file for FIX data doesn't work,2015-02-08T20:51:31.867,"[syntax-highlighting, regular-expression]",1,0,""
184,1,252,2015-02-03T21:52:34.083,70,74097,69,"",2015-02-03T21:52:34.083,How can I clear word highlighting in the current document (e.g. such as after searching for a word)?,2019-08-20T13:42:59.727,"[search, highlight]",10,2,20
185,2,"",2015-02-03T21:54:16.523,32,"",88,13519,2017-07-21T09:42:48.650,"",2017-07-21T09:42:48.650,[],"",0,""
188,2,"",2015-02-03T21:58:11.737,1,"",135,135,2015-02-03T22:49:42.023,"",2015-02-03T22:49:42.023,[],"",0,""
189,2,"",2015-02-03T22:00:21.003,4,"",133,"",2015-02-03T22:00:21.003,"",2015-02-03T22:00:21.003,[],"",1,""
190,2,"",2015-02-03T22:01:42.113,43,"",130,130,2015-02-05T07:05:44.930,"",2015-02-05T07:05:44.930,[],"",7,""
